r,l,t
106.266484,1000,1568.998487
-1.453378,171,1569.37749
18.247524,175,1569.583423
163.392619,1000,1571.973989
167.673964,1000,1574.048096
166.786158,1000,1576.343472
56.320765,155,1576.520027
109.567253,1000,1578.411503
10.905266,175,1578.60217
122.331206,1000,1580.732655
51.361949,174,1580.926682
161.278486,1000,1582.818219
162.872891,1000,1585.236207
119.393154,1000,1587.418718
181.07767,1000,1589.428103
28.187875,169,1589.623389
132.790289,1000,1592.086769
154.213087,1000,1594.636304
173.88493,1000,1596.64868
106.815432,1000,1598.821829
80.222424,169,1599.018162
-0.489048,195,1599.248753
58.150098,184,1599.697034
3.12787,220,1600.008347
261.801589,449,1600.766422
217.971599,423,1601.774263
132.386374,1000,1604.196205
143.0813,1000,1606.338378
162.863625,1000,1608.937698
11.788823,194,1609.161604
147.471547,1000,1611.711239
171.167464,1000,1614.112735
30.105091,169,1614.308595
168.102379,1000,1616.64366
127.557924,1000,1618.755282
177.722436,1000,1620.878167
120.116184,1000,1622.772479
133.761274,1000,1624.712075
143.742193,1000,1627.05571
261.183165,320,1627.488373
121.716052,1000,1629.87296
139.654408,1000,1632.197379
147.056827,1000,1634.247332
140.033967,1000,1636.810144
230.279952,381,1637.408479
62.8762,151,1637.75509
157.22562,1000,1639.716544
135.282699,1000,1641.707999
149.566866,1000,1644.144787
124.962825,1000,1646.732643
49.135505,164,1647.10578
148.811182,1000,1649.319339
157.053501,1000,1651.55671
48.183344,150,1651.718273
70.090595,153,1651.905332
145.429715,1000,1653.94062
50.526391,153,1654.107841
119.912697,1000,1656.095777
40.77539,147,1656.262825
160.089846,1000,1658.45913
2.732166,166,1658.645916
76.438278,145,1658.806059
226.140299,578,1660.053045
136.196414,1000,1662.442218
137.918459,1000,1664.311001
146.751567,1000,1666.6151
257.640009,322,1667.090589
181.779446,1000,1668.919701
168.057246,1000,1671.037774
156.781051,1000,1673.984985
116.474634,1000,1676.473733
124.988042,1000,1678.796745
15.378775,189,1679.022121
43.631157,171,1679.223891
119.173621,1000,1681.515491
149.522111,1000,1684.06115
186.827649,1000,1686.253972
150.834574,1000,1688.531182
158.526779,1000,1690.643581
179.064375,1000,1692.717889
142.523558,1000,1695.463665
143.85371,1000,1697.621412
110.098718,1000,1700.044701
167.234881,1000,1702.768268
167.422981,1000,1705.393853
168.737475,1000,1707.721653
149.975794,1000,1709.836698
108.025872,1000,1712.195836
151.247526,1000,1714.265429
218.667255,264,1714.667718
-4.629038,170,1715.071371
-7.18885,186,1715.290655
173.096665,1000,1717.665344
166.118896,1000,1719.654683
167.530934,1000,1722.336216
61.149787,162,1722.511379
177.863402,1000,1724.517416
153.58906,1000,1726.541442
143.695328,1000,1728.776685
138.628152,1000,1731.004956
123.025997,1000,1733.064699
136.261111,1000,1735.67796
-1.129856,213,1735.923218
186.710965,1000,1737.90996
165.846519,1000,1739.954588
56.812984,165,1740.161022
138.081287,1000,1742.765398
180.39594,1000,1745.036985
182.38566,1000,1747.095183
14.555419,225,1747.385351
174.363074,1000,1749.939367
-1.371296,225,1750.198485
179.573489,1000,1752.027029
121.035244,1000,1754.664463
163.967155,1000,1756.771835
172.94792,1000,1758.883262
125.813133,1000,1761.7531
14.093566,183,1761.958791
35.935297,165,1762.347399
180.935279,1000,1764.381737
216.563901,216,1764.676036
-13.332303,203,1764.920018
-30.693619,256,1765.230166
162.923708,1000,1767.376289
142.948594,1000,1769.717485
125.904631,1000,1772.390531
217.254903,248,1772.709348
182.177674,1000,1775.014036
141.114616,1000,1777.469257
152.955265,1000,1779.999219
164.71827,1000,1782.372319
133.845858,1000,1784.3985
209.755262,313,1785.064385
233.435882,539,1786.185827
220.900632,332,1786.738931
117.371552,1000,1788.809734
160.832603,1000,1791.377121
9.231897,258,1791.905392
169.920481,1000,1794.262402
51.776767,195,1794.500629
-1.928435,236,1794.79068
164.970007,1000,1797.097695
28.428827,233,1797.399592
-8.063934,267,1797.747898
171.217651,1000,1799.638973
149.062307,1000,1801.979478
145.197888,1000,1804.147404
170.387021,1000,1806.237565
254.891739,377,1807.035812
224.092593,442,1807.873468
176.887219,1000,1810.036075
141.025201,1000,1812.239685
146.977603,1000,1814.69496
108.37046,1000,1817.318918
21.712341,317,1817.726006
145.752549,1000,1819.806945
159.89303,1000,1822.192997
251.073565,928,1824.255701
156.272063,1000,1826.194614
161.550246,1000,1828.716685
189.247723,1000,1831.028317
156.028075,1000,1833.158067
134.286904,1000,1835.572164
134.147252,1000,1837.972279
148.836966,1000,1840.298066
130.392984,1000,1842.812435
157.256719,1000,1845.295783
248.016306,300,1845.736324
136.467498,1000,1847.674412
154.668116,1000,1849.744115
165.903187,1000,1851.96353
127.885064,1000,1854.562516
165.381321,1000,1856.471926
138.432743,1000,1859.127287
118.942374,1000,1861.546474
166.32511,1000,1863.642864
142.840582,1000,1866.111805
150.316159,1000,1868.278063
134.353824,1000,1870.499968
175.530964,1000,1872.402672
160.780848,1000,1874.831824
159.225048,1000,1877.086639
155.834008,1000,1879.959234
167.845462,1000,1882.194562
178.371484,1000,1884.593736
127.533381,1000,1886.754379
143.353684,1000,1889.225612
137.568402,1000,1891.179623
128.839897,1000,1893.544513
158.54276,1000,1895.813926
156.118516,1000,1898.078694
-20.069196,153,1898.250759
153.112254,1000,1900.553209
131.169665,1000,1903.172044
143.551758,1000,1905.930895
154.966598,1000,1908.56695
152.23868,1000,1910.931202
252.353634,297,1911.326355
159.04359,1000,1913.424351
142.790524,1000,1915.746366
161.937806,1000,1918.470792
167.499673,1000,1921.321239
139.37162,1000,1923.548612
153.81887,1000,1925.624785
27.031178,185,1925.850788
152.461793,1000,1928.37619
125.856661,1000,1930.998819
145.088476,1000,1933.437141
140.417876,1000,1936.367944
152.223551,1000,1938.685456
131.991249,1000,1941.625386
147.387583,1000,1943.519378
164.880717,1000,1945.648755
143.128262,1000,1948.19503
235.370767,272,1948.5446
161.56631,1000,1951.453265
169.119333,1000,1953.945786
226.694097,277,1954.342047
154.343505,1000,1957.200209
162.070612,1000,1959.350784
17.883463,192,1959.772297
154.59761,1000,1961.949759
154.615474,1000,1963.822252
152.988556,1000,1965.841779
154.38524,1000,1967.756587
140.693897,1000,1970.737608
155.470493,1000,1973.075752
138.688007,1000,1975.761205
146.894509,568,1977.045649
168.571035,1000,1979.602998
113.034006,1000,1982.108515
156.017686,1000,1984.47579
154.176662,1000,1986.930616
152.152806,1000,1990.01552
256.422655,227,1990.320011
149.212756,1000,1992.703912
31.2489,167,1992.88495
142.24373,1000,1994.91182
146.702541,1000,1997.404129
158.175598,1000,1999.878495
175.822934,1000,2002.341904
225.453366,254,2002.697155
234.589247,260,2003.220062
25.890894,189,2003.45431
141.881671,1000,2005.805858
10.201797,179,2006.01488
161.075225,1000,2008.751298
140.176913,1000,2010.733004
130.022318,1000,2013.093482
37.103,208,2013.336167
125.773939,1000,2015.721437
152.50738,1000,2018.071395
141.287827,1000,2020.371744
148.018146,1000,2022.182717
168.483625,1000,2024.577732
133.18084,1000,2026.985962
-42.660704,275,2027.414683
167.767446,1000,2030.33623
184.298968,1000,2032.491441
175.188175,1000,2035.642601
163.86395,1000,2037.986833
159.052715,1000,2040.839752
227.449036,254,2041.207851
-6.61253,207,2041.656798
178.556523,1000,2044.418304
139.795447,1000,2046.496395
148.36806,1000,2049.041776
-8.689523,145,2049.401308
134.587195,1000,2051.853711
141.408237,1000,2054.029362
168.541727,1000,2056.313408
145.801026,1000,2058.484502
139.809266,1000,2060.917509
136.735736,1000,2063.121314
254.919721,238,2063.643151
134.832314,1000,2066.777232
118.457654,1000,2069.352199
156.377343,1000,2071.989455
25.118408,199,2072.247407
160.596493,1000,2075.499842
156.331589,1000,2077.75979
130.510446,1000,2080.163906
152.109913,1000,2082.990236
136.712542,1000,2085.128689
156.71971,1000,2087.630257
243.772542,233,2087.930426
163.124833,1000,2090.170714
167.769851,1000,2092.412465
155.412051,1000,2095.010985
259.104406,366,2095.658462
146.184026,1000,2098.739763
128.527073,1000,2101.165145
113.561327,1000,2103.242503
30.830668,156,2103.434949
186.601211,1000,2106.095162
143.50324,1000,2108.335152
37.634541,159,2108.510747
20.747103,177,2108.930618
8.395825,172,2109.127942
139.942121,1000,2111.1145
136.800786,1000,2113.755838
229.899393,560,2114.769141
158.748936,1000,2117.197925
142.762817,1000,2119.628335
143.789674,1000,2121.725331
227.198701,251,2122.066921
136.317289,1000,2124.400052
133.224777,1000,2126.405496
137.438719,1000,2128.524091
163.637829,1000,2130.749704
239.239773,218,2131.212305
120.506968,1000,2134.014875
131.72573,1000,2136.307485
244.719944,359,2137.13128
143.167626,1000,2139.644475
242.923278,610,2140.90305
148.071066,1000,2143.427187
151.336156,1000,2146.178103
168.694108,1000,2148.552707
141.812271,1000,2150.533786
151.885913,1000,2152.473524
143.397196,1000,2155.15382
136.530689,1000,2157.693768
117.838141,1000,2159.996998
223.23931,397,2160.901878
141.166617,1000,2163.442677
134.326644,1000,2166.543962
150.834806,1000,2168.481645
156.651043,1000,2171.237418
137.937589,1000,2173.468342
165.238149,1000,2175.703362
149.27819,1000,2178.199151
259.652168,435,2179.247972
146.337209,1000,2181.141631
228.850601,317,2181.60042
113.177938,1000,2183.790063
233.072727,352,2184.354976
141.003271,1000,2187.382011
223.845447,317,2188.054802
152.814702,1000,2190.127077
114.56287,1000,2192.513393
53.810899,172,2192.726015
126.923414,1000,2194.881521
154.284047,1000,2196.969303
161.457851,1000,2198.845499
119.400706,1000,2201.316991
174.655866,1000,2203.559836
139.546633,1000,2206.223121
127.305763,1000,2208.920097
153.24423,1000,2210.882832
125.611682,1000,2213.404755
147.084844,1000,2216.316025
18.607063,194,2216.536623
128.009354,1000,2219.406006
123.27747,1000,2221.895103
139.676239,1000,2224.554396
124.379528,1000,2227.542531
142.510463,1000,2230.213481
141.449584,1000,2232.739349
170.582551,1000,2234.94507
155.818108,1000,2237.181641
96.409208,1000,2239.309637
166.617125,1000,2241.852643
129.44433,1000,2244.363276
251.524801,203,2244.619088
61.994441,157,2244.796927
50.441161,153,2244.959383
128.781369,1000,2247.176453
165.357632,1000,2249.811429
150.446624,1000,2251.622228
154.193175,1000,2253.697835
37.329064,158,2253.878194
37.231306,199,2254.101859
137.413004,1000,2256.290685
137.450187,1000,2258.723107
147.87355,1000,2261.224411
164.649466,1000,2263.668925
56.757666,159,2263.830971
58.54163,160,2264.200299
139.166807,1000,2266.483063
153.954622,1000,2268.539805
-15.765883,153,2268.717234
155.619543,1000,2270.581642
140.92837,1000,2273.099376
47.733253,169,2273.297999
18.924868,145,2273.449931
19.703423,151,2273.612785
147.666706,1000,2275.622655
124.891755,1000,2278.299574
33.617154,159,2278.477964
128.817196,1000,2280.702013
176.188321,1000,2282.740221
139.830944,1000,2285.355306
180.043447,1000,2287.691203
-3.968062,162,2287.864737
158.022519,1000,2290.270261
158.756741,1000,2292.694091
134.221663,1000,2294.553105
157.283928,1000,2296.684148
116.182369,1000,2299.089238
146.247706,1000,2301.16587
235.164164,598,2302.408844
155.208475,1000,2304.806306
154.741658,1000,2306.882482
149.86339,1000,2308.904824
142.751826,1000,2311.170828
125.684899,1000,2313.841975
151.265012,1000,2316.117836
28.164359,146,2316.282634
239.109223,330,2316.757378
164.030602,1000,2319.162886
124.318769,1000,2321.153158
40.523214,143,2321.311266
13.965737,163,2321.498294
132.437796,1000,2323.770572
123.459068,1000,2326.035789
131.956256,1000,2328.757494
141.929099,1000,2331.318487
154.284219,1000,2333.565031
152.82678,1000,2335.913672
145.132987,1000,2338.132917
128.509452,1000,2339.967452
37.763754,157,2340.162402
119.42866,1000,2342.632032
132.534149,1000,2345.069644
19.696859,155,2345.23331
117.618565,1000,2347.579558
137.670998,1000,2350.357081
151.754936,1000,2352.596987
113.159004,1000,2354.765948
146.392682,1000,2357.053854
175.940148,1000,2359.590814
146.370523,1000,2361.666445
36.796093,124,2361.789491
135.244774,1000,2364.281509
34.682028,138,2364.438046
149.594653,1000,2366.422807
154.876513,1000,2369.57109
144.236954,1000,2372.38725
130.600511,1000,2374.599286
-7.803605,153,2374.760473
147.082248,1000,2376.967042
145.821638,1000,2378.973443
233.226114,195,2379.418994
4.691597,188,2379.619362
143.834878,1000,2381.93764
23.557788,152,2382.111851
150.136591,1000,2384.326705
136.615569,1000,2386.700858
121.502382,1000,2388.779036
-20.042017,160,2388.978423
168.969452,1000,2391.357119
137.930102,1000,2393.344886
29.238715,138,2393.493142
8.364335,178,2393.687135
144.855833,1000,2396.147762
166.524538,1000,2398.331549
249.268657,306,2398.794997
143.096927,1000,2401.514195
120.443755,1000,2403.735667
158.577369,1000,2406.207134
164.027284,1000,2408.765556
132.643775,1000,2411.142804
139.497778,1000,2413.415947
156.169426,1000,2415.94786
151.04423,1000,2417.993438
