r,l,t
-171.702588,655,3125.851474
-131.661557,371,3127.395961
-127.67807,607,3130.398483
-167.781794,646,3134.035356
-141.296615,624,3137.426201
-135.76722,597,3139.926024
-88.826425,446,3142.121269
-116.849162,637,3145.121102
-50.8279,1000,3151.88778
-134.540391,789,3156.811087
-84.723047,1000,3161.461917
-120.671099,1000,3169.234454
-114.768805,1000,3176.633138
-153.821871,1000,3184.136018
-177.165471,1000,3189.851674
-191.624471,1000,3197.091659
-99.85776,1000,3203.712698
-137.514927,1000,3208.488767
-152.819869,1000,3215.05198
-131.137433,1000,3220.766494
-159.466343,1000,3227.218195
-227.584689,775,3231.793914
-203.052492,526,3234.448459
-187.423375,575,3237.471899
-153.326784,580,3240.543669
-100.869831,447,3242.816155
-183.519771,823,3246.71412
-152.092857,1000,3252.428161
-129.884153,1000,3258.574043
-41.234932,1000,3264.670479
-62.73377,1000,3271.142051
-18.902796,1000,3278.475762
-67.52594,1000,3287.355969
-66.742308,1000,3296.420972
-21.358629,1000,3304.645645
-53.332633,1000,3310.105017
-14.083068,1000,3316.567824
-82.007545,1000,3324.878359
-86.512706,1000,3330.976444
-35.59601,1000,3338.490831
-116.816339,1000,3345.483083
-92.102865,1000,3351.255296
-90.845953,1000,3359.416382
-67.541913,1000,3366.056741
-60.081988,1000,3372.009986
-137.323836,1000,3380.305197
-132.387374,1000,3386.690694
-166.9052,1000,3392.622182
-184.013554,1000,3398.98114
-178.757986,1000,3406.53109
-99.133033,1000,3414.368645
-148.937249,1000,3422.192478
-131.184191,1000,3428.752711
-122.760598,1000,3434.713466
-85.026092,1000,3439.599095
-114.138579,1000,3445.83653
-102.092482,1000,3451.467566
-113.023289,1000,3458.479908
-153.180244,1000,3465.192779
-96.276171,1000,3472.004534
-95.255203,1000,3476.431456
-131.112411,1000,3482.302936
-112.062294,1000,3487.841288
-61.383668,1000,3493.821237
-104.91192,1000,3499.115512
-108.291803,1000,3507.089221
-152.996082,1000,3512.835373
-130.286259,1000,3517.981946
-190.722057,829,3521.780377
-105.68142,1000,3528.634388
-118.205411,1000,3533.310671
-99.154446,1000,3539.886578
-47.627992,1000,3545.702955
-72.435509,1000,3552.598057
-38.023169,1000,3560.625042
-89.901576,1000,3567.504393
-22.652979,1000,3574.670583
-20.139742,1000,3583.072129
8.670706,1000,3588.590631
-31.666215,1000,3597.000871
