r,l,t
-0.021197,1000,390.793733
-0.020507,1000,391.644876
-0.022363,1000,392.51292
-0.02221,1000,393.384457
-0.019255,1000,394.272795
-0.018723,1000,395.146735
-0.020522,1000,396.018055
-0.020205,1000,396.903594
-0.01949,1000,397.761742
-0.020706,1000,398.633678
-0.020395,1000,399.497652
-0.01852,1000,400.368914
-0.019046,1000,401.240382
-0.019301,1000,402.10348
-0.017724,1000,402.960659
-0.018708,1000,403.834424
-0.02052,1000,404.718285
-0.01973,1000,405.587564
-0.019185,1000,406.455697
-0.019119,1000,407.327665
-0.019248,1000,408.185269
-0.019982,1000,409.05376
-0.019257,1000,409.919807
-0.019179,1000,410.7897
-0.019557,1000,411.660013
-0.017396,1000,412.529948
-0.01895,1000,413.416243
-0.017371,1000,414.292739
-0.018348,1000,415.157016
-0.018879,1000,416.021144
-0.017519,1000,416.891547
-0.016225,1000,417.784733
-0.018297,1000,418.455282
-0.018129,1000,419.318381
-0.016447,1000,420.204062
-0.018781,1000,421.086927
-0.016791,1000,421.946194
-0.017674,1000,422.821662
-0.018113,1000,423.695875
-0.016154,1000,424.579314
-0.015619,1000,425.437063
-0.016494,1000,426.305497
-0.016465,1000,427.179906
-0.015948,1000,428.06423
-0.016736,1000,428.953682
-0.01601,1000,429.830963
-0.017204,1000,430.716092
-0.016515,1000,431.633983
-0.015941,1000,432.541547
-0.01624,1000,433.424136
-0.016756,1000,434.300344
-0.017059,1000,435.180263
-0.017773,1000,436.066655
-0.017416,1000,436.938294
-0.017638,1000,437.800148
-0.016385,1000,438.665647
-0.01641,1000,439.52268
-0.016022,1000,440.398285
-0.014455,1000,441.285954
-0.017841,1000,442.160683
-0.018096,1000,443.024741
-0.017723,1000,443.87845
-0.019427,1000,444.740489
-0.017482,1000,445.610426
-0.017222,1000,446.484082
-0.016836,1000,447.362864
-0.016288,1000,448.252098
-0.017647,1000,449.121857
-0.016617,1000,449.970682
-0.015601,1000,450.828147
-0.015857,1000,451.681714
-0.017089,1000,452.548281
-0.015893,1000,453.417222
-0.015989,1000,454.282254
-0.014648,1000,454.944815
-0.014645,1000,455.822524
-0.014799,1000,456.688868
-0.01284,1000,457.570331
-0.0146,1000,458.443516
-0.014407,1000,459.309191
-0.013124,1000,460.174166
-0.014147,1000,461.040061
-0.013532,1000,461.914566
-0.013857,1000,462.774549
-0.013564,1000,463.647702
-0.013572,1000,464.518889
-0.012453,1000,465.379645
-0.011468,1000,466.253293
-0.013093,1000,467.129924
-0.012136,1000,467.993415
-0.011947,1000,468.869924
-0.013602,1000,469.742815
-0.013085,1000,470.616512
-0.011482,1000,471.46959
-0.012601,1000,472.345881
-0.011148,1000,473.22962
-0.014425,1000,474.096189
-0.013926,1000,474.966399
-0.012656,1000,475.843593
-0.012586,1000,476.702868
-0.013783,1000,477.571193
-0.012361,1000,478.446688
-0.015977,1000,479.310197
-0.011741,1000,480.177964
-0.01177,1000,481.0432
-0.012073,1000,481.908064
-0.011693,1000,482.760459
-0.012031,1000,483.641649
-0.011511,1000,484.515554
-0.011946,1000,485.385047
-0.012203,1000,486.263867
-0.011744,1000,487.134146
-0.011088,1000,488.011946
-0.011902,1000,488.873257
-0.011064,1000,489.747972
-0.011367,1000,490.643236
-0.010151,1000,491.542563
-0.010341,1000,492.232187
-0.009878,1000,493.103722
-0.010003,1000,493.967833
-0.009638,1000,494.83231
-0.009436,1000,495.706712
-0.009263,1000,496.579283
-0.01021,1000,497.452278
-0.009168,1000,498.323936
-0.008779,1000,499.207294
-0.009279,1000,500.090079
-0.009444,1000,500.955757
-0.00902,1000,501.836165
-0.0091,1000,502.689876
-0.008557,1000,503.556174
-0.009359,1000,504.429793
-0.009364,1000,505.292561
-0.009565,1000,506.163964
-0.00935,1000,507.030659
-0.009709,1000,507.886642
-0.008889,1000,508.762046
-0.008385,1000,509.637607
-0.008437,1000,510.505847
-0.008935,1000,511.366595
-0.008987,1000,512.236186
-0.008572,1000,513.096513
-0.009664,1000,513.972488
-0.008913,1000,514.830095
-0.008511,1000,515.694334
-0.008617,1000,516.553347
-0.008454,1000,517.425157
-0.00801,1000,518.293227
-0.009026,1000,519.163417
-0.008147,1000,520.041301
-0.008098,1000,520.909377
-0.008527,1000,521.755281
-0.007851,1000,522.618398
-0.008619,1000,523.496899
-0.008228,1000,524.363697
-0.008307,1000,525.237398
-0.007738,1000,526.113288
-0.008612,1000,526.97731
-0.007806,1000,527.838898
-0.008289,1000,528.705423
-0.007913,1000,529.390263
-0.008464,1000,530.322331
-0.008444,1000,531.189515
-0.008125,1000,532.063499
-0.008522,1000,532.924241
-0.00769,1000,533.785814
-0.007815,1000,534.662198
-0.008304,1000,535.530858
-0.008108,1000,536.406933
-0.008317,1000,537.277122
-0.00784,1000,538.157437
-0.007817,1000,539.036585
-0.007247,1000,539.90312
-0.007299,1000,540.770555
-0.008102,1000,541.647664
-0.007093,1000,542.525809
-0.008203,1000,543.398796
