r,l,t
94.201737,66,1384.24277
95.067945,69,1385.855034
94.456943,67,1387.549474
94.132479,67,1389.196152
94.521292,69,1390.865025
90.31294,165,1392.617877
93.99158,68,1396.63434
94.134741,66,1398.324149
86.225675,292,1400.096725
94.265538,69,1407.213395
93.926382,74,1408.926545
93.977893,71,1410.754
94.15513,75,1412.544228
93.882058,66,1414.397015
93.766905,65,1416.034656
93.870377,69,1417.651619
94.933682,72,1419.369229
93.643986,67,1421.183262
93.916625,66,1422.853606
93.853495,66,1424.504807
93.693999,68,1426.147014
94.211918,100,1427.85313
94.032528,66,1430.308164
94.18348,69,1431.939011
92.758976,133,1433.67806
93.964261,70,1436.951
94.137097,66,1438.725757
93.726798,69,1440.358586
94.862357,78,1442.085513
94.250617,67,1444.021645
94.198299,73,1445.697858
94.687952,79,1447.527875
93.896243,73,1449.504185
93.934768,66,1451.321031
94.387744,69,1452.988081
94.047866,68,1454.697413
94.234123,68,1456.381068
93.871412,68,1458.070418
94.131736,66,1459.728338
94.06817,66,1461.337161
94.720813,69,1462.955455
94.117949,66,1464.656906
94.643987,68,1466.287823
93.993298,69,1467.947654
90.214587,134,1469.660672
91.290812,134,1472.974044
94.333033,69,1476.248556
94.110877,66,1477.95378
93.999571,74,1479.598526
94.164086,70,1481.442894
94.861933,71,1483.211532
95.359769,86,1484.975652
92.347847,146,1487.178611
94.369183,68,1490.760692
94.639025,68,1492.449558
94.293513,75,1494.126915
94.825886,77,1496.0091
94.963291,69,1497.931655
93.79747,71,1499.664543
93.695929,67,1501.421661
94.174712,70,1503.098208
93.935949,72,1504.844149
93.965888,67,1506.643666
94.438117,67,1508.305042
91.710551,129,1510.032352
94.103018,70,1513.236276
93.570267,69,1514.988146
94.451928,77,1516.739242
94.163403,67,1518.682886
93.783436,68,1520.336352
94.750598,87,1522.031307
94.040276,69,1524.172776
94.223995,70,1525.889506
94.240463,67,1527.621816
94.165553,75,1529.28111
94.921729,83,1531.15208
94.860016,73,1533.228548
94.550695,68,1535.053847
94.822013,72,1536.777408
94.379135,68,1538.610728
94.613306,71,1540.366095
93.833291,66,1542.20348
95.314623,75,1543.928294
93.538237,135,1545.875123
94.055092,75,1549.266914
94.128745,73,1551.176319
93.845477,67,1553.020865
93.918017,68,1554.725178
94.325754,71,1556.46403
94.648394,74,1558.242406
94.913125,79,1560.128164
94.148096,91,1562.161084
94.446979,69,1564.463904
93.993827,67,1566.198629
94.000225,67,1567.885485
94.027977,66,1569.579434
94.232361,68,1571.253655
94.201796,69,1572.970693
94.932772,72,1574.706136
93.94079,71,1576.510708
94.119799,68,1578.314177
88.768324,252,1580.130527
93.627158,71,1586.42765
94.734919,68,1588.226557
94.3869,67,1589.965651
94.496226,67,1591.695095
94.235004,70,1593.394714
94.068405,66,1595.154347
94.941213,71,1596.816665
95.162974,80,1598.598773
94.026407,66,1600.614124
94.665785,78,1602.292963
94.299401,77,1604.243382
94.1788,69,1606.149105
94.379239,71,1607.876207
94.91758,88,1609.674334
94.160059,67,1611.870942
94.785315,69,1613.581519
94.250001,67,1615.301799
94.283169,77,1617.005825
94.499951,86,1618.949466
94.651825,72,1621.096874
94.262308,69,1622.914153
92.48487,152,1624.711318
94.40981,86,1628.521565
94.539261,71,1630.714692
93.621857,70,1632.491727
94.004033,69,1634.248651
94.42798,67,1635.970184
94.747623,68,1637.696751
93.716156,69,1639.467363
94.607521,70,1641.254302
93.962436,81,1643.075258
94.428416,68,1645.175394
94.111176,67,1646.916253
94.057628,68,1648.615178
91.28881,149,1650.367743
95.507318,81,1654.061915
94.128242,68,1656.095815
90.547064,159,1657.849102
94.01936,66,1661.815988
93.829859,67,1663.480513
94.324318,67,1665.162275
94.043105,66,1666.845619
91.805315,167,1668.567377
93.967773,66,1672.695076
94.790661,69,1674.357872
94.188936,75,1676.122752
94.602925,68,1678.020263
94.404118,68,1679.742022
94.052521,69,1681.451997
93.678002,72,1683.203706
94.166421,69,1685.031136
94.006804,66,1686.799221
94.10843,73,1688.482869
93.952616,68,1690.35999
94.108589,67,1692.077727
94.009585,74,1693.767986
92.887969,140,1695.664481
94.103693,67,1699.253658
94.181462,68,1701.0086
91.193707,139,1702.790281
93.84697,68,1706.26216
94.496547,68,1707.943234
93.848806,73,1709.633804
95.059998,78,1711.456448
94.219846,67,1713.390343
94.519819,70,1715.051809
94.484084,67,1716.811319
94.337839,66,1718.480284
94.154394,68,1720.116712
94.248379,66,1721.820916
93.882234,68,1723.469265
94.261219,67,1725.135254
94.263449,67,1726.795925
94.660825,71,1728.45604
94.388826,68,1730.208655
94.170396,70,1731.893587
94.352747,74,1733.622718
94.754824,84,1735.444141
94.161544,67,1737.520588
94.706706,86,1739.207134
94.362029,67,1741.331801
94.245633,67,1743.009413
94.243915,72,1744.689186
93.831253,68,1746.477862
94.332921,70,1748.170428
95.067045,71,1749.923261
91.301053,163,1751.753731
92.042772,138,1755.784344
94.461132,72,1759.186305
94.087371,68,1760.957179
94.844508,70,1762.624889
94.825152,77,1764.356122
94.467313,69,1766.267019
94.116953,67,1767.970956
94.031417,67,1769.619133
94.2125,71,1771.270112
93.658315,72,1773.007383
93.854828,67,1774.790631
94.842454,68,1776.449066
94.370502,68,1778.124308
94.470142,79,1779.816089
94.144402,70,1781.798208
93.118721,134,1783.566419
94.065814,68,1786.842267
93.754903,68,1788.525183
94.702784,71,1790.207568
94.479192,69,1791.967194
94.151592,69,1793.679319
94.093275,85,1795.406626
94.630031,69,1797.522221
91.783789,151,1799.285188
93.817928,70,1803.063048
94.381756,71,1804.817229
94.622673,71,1806.583549
94.195164,81,1808.339625
94.032673,68,1810.339573
94.553222,70,1812.042981
91.364801,139,1813.827215
94.203015,68,1817.277462
93.838581,79,1818.971006
93.81103,70,1820.94192
94.219751,67,1822.664322
94.462972,68,1824.319178
95.275411,79,1826.021009
91.758954,150,1828.018725
94.412011,73,1831.690072
93.295506,133,1833.582466
94.205822,72,1836.945174
94.985685,95,1838.824704
94.378985,68,1841.269212
94.254785,67,1843.020178
94.240684,68,1844.710611
92.553836,160,1846.481741
94.772185,74,1850.49066
95.213051,74,1852.373513
94.284308,68,1854.235309
94.188445,67,1855.951992
93.520314,98,1857.625966
94.456356,67,1860.045488
94.025359,68,1861.706835
94.509738,67,1863.4091
93.620286,95,1865.105344
94.174798,68,1867.449196
94.3145,67,1869.131105
94.078393,70,1870.801328
92.92124,151,1872.581357
93.919777,66,1876.306227
94.088259,70,1877.971213
92.174844,129,1879.741109
94.35758,68,1882.911046
92.04466,131,1884.651694
93.9485,68,1887.923827
93.905282,68,1889.626765
91.844355,129,1891.390144
94.488431,67,1894.564144
91.175944,140,1896.280354
93.118306,142,1899.768577
94.464089,67,1903.323272
94.397232,72,1905.001153
94.013281,73,1906.834798
94.653374,77,1908.683048
94.266173,74,1910.615254
94.471581,70,1912.44516
94.912163,70,1914.195472
92.396026,150,1916.003812
93.385914,136,1919.756354
94.14917,68,1923.110111
94.364711,68,1924.812996
94.085068,67,1926.520292
94.577534,69,1928.202669
93.152293,139,1929.967938
94.915246,68,1933.423714
93.867381,68,1935.131723
95.060288,75,1936.852164
75.224058,499,1939.003096
92.924287,143,1951.412153
94.985816,94,1954.984666
93.697601,68,1957.340817
93.874864,71,1959.051516
93.842045,70,1960.83585
91.065104,130,1962.645058
91.639482,131,1965.92116
94.329359,68,1969.210042
93.998308,72,1970.949402
89.797709,222,1972.856957
93.980719,81,1978.441069
89.262555,240,1980.54177
94.454878,68,1986.478872
94.135379,68,1988.151374
93.739941,103,1989.857806
93.714932,66,1992.425187
94.274974,70,1994.062184
95.193248,72,1995.797837
94.785085,74,1997.586006
94.438874,67,1999.432658
94.704433,77,2001.117591
90.468168,138,2003.060412
94.789251,71,2006.479395
94.109861,159,2008.30632
94.050056,69,2012.239671
92.005954,129,2014.014374
93.901412,69,2017.242365
94.36214,73,2018.990048
95.010622,70,2020.838919
94.377786,73,2022.633036
94.251598,67,2024.483413
94.779654,69,2026.17659
90.959716,161,2027.963026
94.529783,68,2031.978651
94.224414,69,2033.700812
94.024884,67,2035.428693
94.451605,68,2037.112925
87.885929,158,2038.86701
92.348214,133,2042.801098
94.210526,68,2046.101616
93.902875,68,2047.794133
94.991673,73,2049.486392
94.087021,73,2051.316941
94.618324,82,2053.151828
91.408674,142,2055.228991
94.10663,67,2058.778879
89.739803,142,2060.508775
93.865029,69,2064.047648
94.044365,73,2065.789973
94.294466,68,2067.624588
89.457894,211,2069.397394
94.636055,69,2074.591353
94.070489,68,2076.306705
94.648104,72,2078.018068
94.01799,70,2079.839852
94.3641,83,2081.636271
94.54272,82,2083.742628
93.848427,75,2085.80357
94.523253,69,2087.692068
92.589879,131,2089.478526
94.43764,76,2092.771664
94.779127,78,2094.680582
94.886813,71,2096.662538
94.099018,69,2098.449038
93.995697,72,2100.201692
94.65803,71,2101.997694
95.505874,86,2103.809917
93.918344,67,2105.969783
93.865997,77,2107.648697
93.98467,70,2109.566222
90.133473,142,2111.371766
94.488113,69,2114.900499
92.213396,162,2116.704747
94.949623,73,2120.725932
93.930334,68,2122.552709
94.694606,72,2124.258447
93.179755,133,2126.127596
93.172545,139,2129.461534
94.185135,68,2132.91224
94.081866,71,2134.623842
92.564926,134,2136.441859
94.887231,74,2139.772148
94.457612,71,2141.651074
-65.137182,1000,2143.983541
94.25279,71,2168.60579
84.402978,304,2170.499656
94.502597,69,2177.988963
94.470185,70,2179.720024
92.289604,124,2181.504153
94.49449,68,2184.567573
94.092511,71,2186.27189
94.24407,68,2188.04338
93.726084,67,2189.739628
94.444992,69,2191.425543
94.048142,68,2193.166981
94.278109,67,2194.866855
94.230865,68,2196.541175
94.278502,69,2198.251195
94.076303,79,2199.987393
94.241633,69,2202.004206
93.972954,70,2203.750409
94.001363,72,2205.49447
94.246928,69,2207.298254
94.099314,67,2209.038196
94.718288,69,2210.71829
95.267852,78,2212.43891
94.114497,70,2214.381567
94.80313,70,2216.146846
94.155655,68,2217.897919
94.037462,67,2219.597291
94.193268,70,2221.268494
93.907544,67,2223.016886
85.363211,281,2224.821214
94.067056,69,2231.73803
94.854989,72,2233.490238
94.292827,75,2235.301938
94.270651,66,2237.227455
94.167314,67,2238.937095
94.154198,67,2240.646152
88.341212,317,2242.486984
94.118589,68,2250.335238
94.033082,67,2252.044787
95.212965,87,2253.751269
94.788464,71,2255.922057
93.049137,153,2257.725895
94.584376,85,2261.516895
94.514706,77,2263.660013
93.721356,74,2265.581425
94.067372,67,2267.441445
94.272469,67,2269.126756
93.851649,70,2270.80949
93.956183,68,2272.539437
94.453861,68,2274.228504
94.153164,66,2275.929098
94.154456,72,2277.583229
94.216607,67,2279.373827
94.309532,76,2281.051568
93.829119,70,2282.950836
94.509621,75,2284.696325
94.877565,81,2286.578078
93.691628,79,2288.592377
94.233828,69,2290.558964
93.707481,67,2292.312173
93.791042,66,2294.049599
93.174904,161,2295.766436
93.807244,72,2299.846969
93.89956,67,2301.641051
94.229874,85,2303.330368
93.857686,66,2305.450846
93.762627,66,2307.124789
93.967227,69,2308.796787
94.422658,69,2310.538194
94.041948,66,2312.275114
95.358519,92,2313.953931
93.822725,70,2316.258226
93.9156,67,2318.027382
95.021202,71,2319.730559
94.056943,67,2321.542863
94.056537,67,2323.25944
92.745868,130,2324.987744
93.81344,67,2328.279217
94.001553,68,2329.97666
94.124854,67,2331.702102
93.762692,71,2333.383955
90.261232,151,2335.217119
90.655884,135,2339.043155
93.963631,67,2342.477243
90.162607,127,2344.247134
94.895655,74,2347.468386
93.7871,68,2349.337231
94.994936,78,2351.091007
94.465487,69,2353.078088
94.306858,72,2354.852328
93.680034,67,2356.717047
94.120581,68,2358.461571
94.876495,75,2360.20488
93.006213,134,2362.162594
94.295908,68,2365.554968
92.601883,155,2367.342634
94.086246,68,2371.209568
94.025924,67,2372.928163
94.229343,69,2374.613321
94.097383,77,2376.367768
91.795823,132,2378.346838
94.117083,68,2381.679302
93.724384,66,2383.422513
94.349,67,2385.107054
93.602231,67,2386.800162
94.035849,67,2388.4961
93.773877,67,2390.192279
94.527458,68,2391.87944
88.011465,246,2393.691428
94.025879,70,2399.753791
92.033557,130,2401.53762
94.050375,71,2404.781338
93.75468,65,2406.578769
93.938176,66,2408.215152
94.851562,82,2409.885154
93.002531,133,2411.986375
94.078948,67,2415.299235
94.040448,69,2416.985348
94.082583,74,2418.737406
93.936706,70,2420.594734
94.198874,82,2422.36112
94.144978,68,2424.417716
94.470854,77,2426.138241
94.832332,83,2428.105489
93.833713,68,2430.196031
94.404717,69,2431.920954
94.434374,71,2433.682464
92.704067,136,2435.517442
94.106379,74,2438.946738
94.083441,67,2440.814201
94.254541,68,2442.50805
94.068288,67,2444.23397
93.657813,68,2445.926326
94.535243,72,2447.644547
93.66976,69,2449.478126
94.668581,72,2451.242003
94.374432,72,2453.053957
94.997059,78,2454.866207
93.713682,69,2456.840611
94.155827,71,2458.574286
91.582526,129,2460.366634
93.629208,67,2463.572664
93.649837,68,2465.251726
93.981788,66,2466.956003
94.770697,74,2468.623197
92.349819,135,2470.513502
93.597817,68,2473.875932
94.595286,84,2475.578579
94.231477,67,2477.692703
78.632482,476,2479.598297
94.494746,75,2491.375787
92.664969,142,2493.307811
94.358093,67,2496.88264
94.084518,81,2498.580075
93.554513,69,2500.647768
93.80639,71,2502.41208
93.692336,65,2504.209974
95.409123,75,2505.853582
94.66517,73,2507.741263
94.90819,79,2509.597246
93.634129,69,2511.582149
94.072221,71,2513.302268
91.880811,124,2515.112217
94.35815,95,2518.22528
93.603195,68,2520.60904
93.902027,66,2522.334529
93.804816,65,2524.000023
93.710235,66,2525.637267
94.130234,73,2527.306736
90.850609,132,2529.16706
94.200477,69,2532.45091
93.679738,65,2534.187863
94.167415,75,2535.827904
93.720635,69,2537.734301
93.000353,110,2539.494458
91.061499,183,2542.33767
94.271848,68,2546.883787
94.439518,73,2548.587208
93.680577,67,2550.400058
93.983255,73,2552.094258
94.014354,69,2553.921439
92.197355,140,2555.69036
93.481841,144,2559.197474
94.150852,74,2562.790749
94.540251,74,2564.641221
94.321985,88,2566.511387
